Node id 	Page Rank
724	0.000477096
1014	0.000476022
370	0.000475953
2282	0.000475918
1059	0.000475062
506	0.000475058
3232	0.00047462
2877	0.000473669
1839	0.000473212
3263	0.000473167
1459	0.000471828
3456	0.000471232
3672	0.000469462
2786	0.000468811
186	0.00046869
3930	0.000467781
431	0.000466077
460	0.000465454
400	0.000465174
526	0.000464948
1554	0.000464348
3350	0.000464337
1786	0.000463311
438	0.000463226
3233	0.000462742
1926	0.000462658
3302	0.000462206
3077	0.000461227
688	0.000461145
41	0.000460699
3501	0.000460127
3185	0.000459757
3252	0.000458973
2266	0.000458781
1358	0.000457951
2901	0.000457616
2126	0.000457122
651	0.000456123
3140	0.000455061
3136	0.000454963
1238	0.000453889
142	0.000453318
2336	0.000453218
3214	0.000452875
3026	0.000452247
3455	0.000452172
2642	0.000451759
1522	0.000451346
3351	0.000451196
1184	0.000451085
1604	0.000450878
3734	0.000450606
3360	0.000450216
827	0.000448522
703	0.000448438
2032	0.000448107
1583	0.000447463
1345	0.00044718
2904	0.000446887
213	0.00044649
1192	0.000446333
993	0.000445913
3824	0.000445641
374	0.000445165
1516	0.000445134
2268	0.000445094
3132	0.00044497
1420	0.000444852
2187	0.000444345
2986	0.00044427
3971	0.0004441
2833	0.000443985
544	0.000443475
1736	0.00044324
172	0.000443064
3804	0.000442978
525	0.000442753
1945	0.000442486
3366	0.000442384
3060	0.000442358
592	0.000441975
2782	0.000441912
1185	0.00044121
2748	0.000440892
3800	0.000440849
1557	0.000440549
1338	0.000440055
1985	0.000439995
3396	0.000439783
3924	0.000439557
3586	0.000439341
3629	0.000438503
3705	0.000437975
3968	0.00043748
3387	0.0004372
853	0.000436273
1222	0.000436264
3324	0.000435772
1146	0.000435436
2956	0.00043535
3078	0.000435009
1017	0.000434634
3829	0.000434195
1799	0.000433947
3998	0.000433558
2669	0.000433371
3027	0.000433283
2068	0.000433161
2292	0.000433142
507	0.000433036
2849	0.000432148
2142	0.00043147
323	0.000431296
1447	0.000430614
3342	0.000430405
2038	0.000430003
3966	0.000429517
2915	0.000429479
1620	0.000429091
3448	0.000428673
3017	0.000428364
2738	0.000427158
1366	0.000426411
916	0.000426301
2694	0.00042485
1361	0.000424783
2233	0.000424639
1331	0.000424362
113	0.000424069
2510	0.000423811
2511	0.000423686
1879	0.000423667
2679	0.00042332
3347	0.000422668
2927	0.000422504
2176	0.000422501
3488	0.000422276
1322	0.000422251
1709	0.0004217
1630	0.000421652
1469	0.000421492
3449	0.000421104
3162	0.000420586
1574	0.000420405
2138	0.000419763
579	0.000419299
834	0.00041874
2890	0.000418698
514	0.000418497
3558	0.000418111
3000	0.000417966
2509	0.000417958
784	0.000417741
436	0.000417722
1006	0.000417673
2828	0.00041757
1573	0.00041731
3797	0.000417196
169	0.000417048
492	0.000417033
2960	0.000416443
3982	0.000416384
1662	0.000416289
1761	0.000415647
1844	0.000415486
524	0.000415446
2153	0.000415295
53	0.000415014
419	0.000414715
261	0.000414558
3104	0.000414449
3344	0.000414197
3406	0.000413745
325	0.000413517
1603	0.000413472
1793	0.000413331
2102	0.000413279
115	0.00041316
3274	0.000412577
3172	0.000412567
236	0.000412139
313	0.000411184
2906	0.00041074
630	0.000410415
291	0.000410064
695	0.000410017
3790	0.00040955
3568	0.00040934
2555	0.000409286
3049	0.000409
3267	0.000408991
1329	0.000408846
1124	0.000408433
3417	0.000408151
3321	0.000407887
1598	0.000407248
3529	0.000406695
1076	0.000406522
1717	0.000405974
1132	0.000405833
378	0.000405822
391	0.000405759
3617	0.000405748
1052	0.000404948
2992	0.000404605
1107	0.000404194
3553	0.000404114
2928	0.000403913
109	0.000403407
1893	0.000403375
2869	0.000403303
515	0.000403301
3945	0.000402319
2183	0.000401928
1871	0.000401623
800	0.000400894
1729	0.000400653
23	0.000400099
1791	0.000399958
118	0.000399835
2973	0.000399665
456	0.000399572
3033	0.000399511
2781	0.000399285
1175	0.000399125
329	0.000398794
2072	0.000398765
3842	0.000398741
1153	0.000398196
2471	0.000398032
417	0.000397902
1256	0.000397441
2149	0.0003972
1250	0.000397013
1669	0.000396964
2611	0.000396806
641	0.0003967
2755	0.000396542
1509	0.00039618
1488	0.000395721
3327	0.000395432
1032	0.00039506
774	0.000394879
980	0.00039484
819	0.00039484
1173	0.0003948
3926	0.000394774
389	0.000394409
728	0.000394093
3902	0.000393791
3145	0.000393699
3084	0.000393309
2224	0.000393041
2327	0.000392783
3179	0.000392297
2916	0.000392067
815	0.000391871
3722	0.000391678
2229	0.00039154
1227	0.000391146
3674	0.000391112
3576	0.000390762
2247	0.000390282
3810	0.000390273
1479	0.00038993
1661	0.000389853
3182	0.000389773
542	0.00038959
2279	0.000389552
423	0.000389348
1687	0.000389242
2683	0.000389228
820	0.00038905
3353	0.000388832
1462	0.000388427
3345	0.00038838
3599	0.000388303
3277	0.000388119
2629	0.000387168
82	0.000386723
2174	0.000386575
402	0.000386545
2302	0.000386246
1742	0.000386128
2410	0.000386126
3054	0.000386081
432	0.00038567
1320	0.000385198
3794	0.000385194
3240	0.000385178
3113	0.000385137
1427	0.000385131
1628	0.000385043
397	0.000384529
2206	0.0003843
3640	0.000384261
1456	0.000384038
2461	0.000383728
3120	0.000383624
1504	0.000383544
1683	0.000383467
2943	0.000383394
2780	0.000383309
1876	0.000383103
2294	0.000383078
1159	0.000383013
2560	0.000382708
2463	0.000382076
3385	0.000382076
2750	0.00038196
1467	0.000381944
2344	0.000381673
1902	0.00038154
2526	0.000381189
3951	0.000380865
3072	0.00038072
2676	0.000380304
1373	0.000380031
2777	0.000379836
3335	0.000378904
1983	0.000378758
2592	0.000378753
2218	0.00037835
1757	0.000378257
2674	0.000378203
1725	0.000378076
1993	0.000377914
1275	0.000377859
3348	0.000377418
2757	0.000377402
3464	0.00037731
3825	0.00037726
2939	0.000376755
3782	0.000376654
842	0.000376551
2664	0.000376257
19	0.000376166
1570	0.000375833
2319	0.000375774
2649	0.000375301
3087	0.000375275
1899	0.000375273
2800	0.000375258
503	0.000374889
3411	0.000374843
2419	0.000374788
171	0.000374695
504	0.000374576
2078	0.000374489
752	0.000374477
1255	0.000374446
2491	0.000374414
175	0.00037426
829	0.000374238
1947	0.000373872
3900	0.000373693
2542	0.000373443
2309	0.000373437
3514	0.000373433
1221	0.000373334
1816	0.000373136
2910	0.000372713
2324	0.000372252
2123	0.000372032
1867	0.000372016
2125	0.000371829
1675	0.000371762
1823	0.000370548
2507	0.000370498
1959	0.00037046
1750	0.000370034
3731	0.000370027
1269	0.000369573
2240	0.000369401
2071	0.000369282
2468	0.000369243
2867	0.000369132
3962	0.000368739
3625	0.00036856
1335	0.000368517
493	0.000368251
3921	0.000368241
2361	0.000368214
1920	0.0003682
1330	0.000367992
4014	0.00036785
2602	0.000367783
3299	0.000367666
2464	0.000367594
1214	0.000367461
1665	0.000367319
2909	0.000367255
342	0.000367172
3737	0.000367111
1230	0.000366453
2088	0.00036567
3605	0.000365457
2244	0.000365333
2131	0.000365078
3738	0.000364937
2925	0.00036477
2604	0.000364749
3525	0.000363952
596	0.000363687
3107	0.000363384
346	0.000362722
2241	0.000362643
1347	0.000362622
2223	0.000362035
2340	0.000362025
1101	0.000362007
408	0.000361924
3168	0.000361723
2894	0.000361719
2590	0.000361511
3022	0.000361374
2369	0.000361364
1117	0.000361036
726	0.000361015
2936	0.000360946
773	0.000360904
1689	0.000360701
1334	0.000360654
3362	0.000360546
1525	0.00036036
1596	0.000360173
3869	0.000359998
461	0.00035991
1491	0.000359847
2866	0.000359452
3056	0.000359124
3226	0.000359053
1520	0.000358842
1960	0.000358519
3690	0.000358388
1341	0.000358249
1636	0.000358174
1868	0.000358161
3365	0.000357978
1465	0.00035791
2073	0.000357595
4031	0.000357514
2607	0.00035751
3692	0.000357128
1080	0.000356976
2937	0.00035693
2428	0.000356725
3947	0.000356721
3873	0.000356703
2172	0.000356679
766	0.000356661
2150	0.000356545
2188	0.000356342
2127	0.000356303
3826	0.000356058
1943	0.000355527
2220	0.00035545
1067	0.000355259
1079	0.000355073
1502	0.000354662
2617	0.000354625
3247	0.000354388
1487	0.000354205
326	0.000353976
1668	0.000353856
339	0.000353776
3764	0.000353437
3253	0.000353237
3526	0.000353207
3295	0.000352574
1237	0.000352489
3833	0.000351702
2624	0.000351582
3419	0.000351564
1600	0.000351478
2659	0.000351306
2053	0.000351272
2059	0.000350986
1842	0.000350984
2250	0.000350834
1231	0.000350508
2331	0.00035016
947	0.000350118
1946	0.000349904
3702	0.000349888
3332	0.00034961
1004	0.000349502
1547	0.000349148
1917	0.000348945
2567	0.000348742
2601	0.000348545
104	0.000348262
3106	0.000347712
2180	0.000347406
2564	0.000347354
1608	0.000347199
573	0.000347129
2201	0.000347072
1938	0.000347008
2913	0.000346719
3378	0.000346705
2920	0.000346509
531	0.000346415
2864	0.000346244
3115	0.000346063
556	0.000345851
1972	0.000345838
654	0.000345724
2872	0.000345718
2090	0.000345405
2037	0.000345401
1617	0.000345288
2398	0.000345108
2873	0.000345082
2184	0.000344873
3468	0.00034484
1549	0.000344758
2118	0.000344404
1645	0.000343564
1475	0.000343496
1267	0.000343468
780	0.000343404
2064	0.00034335
1962	0.000343263
343	0.000343218
1857	0.000343191
3096	0.000343164
1515	0.000343057
2030	0.000343026
2758	0.000342901
2103	0.000342887
2143	0.000342624
1041	0.000342424
3297	0.0003424
2827	0.000342387
2665	0.000342019
1849	0.000341739
1261	0.000341657
1794	0.000341258
1259	0.000341154
3662	0.000341015
2586	0.000340922
1125	0.000340801
2039	0.000340746
2989	0.000340556
3119	0.000340425
3146	0.000340421
1611	0.000340407
1066	0.000340397
2615	0.000340251
2946	0.000340228
1563	0.00034022
2625	0.000340211
3020	0.000340144
1473	0.000340078
1243	0.000340074
967	0.000339963
1360	0.00033986
520	0.000339559
1409	0.000339432
1282	0.000339035
2275	0.000338791
2339	0.000338714
2451	0.000338699
2905	0.000338627
3070	0.000338575
404	0.000338426
1273	0.00033822
953	0.000338207
2376	0.000338195
2796	0.000337821
3469	0.000337645
1305	0.000337617
3994	0.000337548
2593	0.000337486
2169	0.000337436
1820	0.000337108
2325	0.000337105
2414	0.000337089
2600	0.000337087
1482	0.000337075
1688	0.000337075
214	0.00033704
2129	0.000336813
227	0.000336787
3860	0.000336743
3836	0.000336514
3117	0.000336477
1721	0.000336465
2853	0.000336449
1809	0.000336134
2323	0.000336066
1619	0.000336052
3412	0.000335891
1752	0.000335807
3174	0.000335705
3628	0.000335519
2290	0.000335378
4021	0.000335045
3239	0.000334797
2189	0.000334739
3460	0.000334481
2395	0.000334423
1861	0.000334393
2194	0.000334382
3728	0.000334337
2171	0.000334279
2196	0.000334133
2351	0.000333997
2364	0.00033394
3403	0.000333934
1048	0.000333766
1172	0.000333442
1831	0.00033342
3339	0.000333414
708	0.000333356
3822	0.000333245
966	0.000333032
2271	0.000332989
1597	0.000332783
1966	0.000332635
3195	0.000332505
13	0.000332472
2093	0.000332408
1984	0.000332388
810	0.000332233
3486	0.000332223
1770	0.000331947
1495	0.000331877
3528	0.000331868
2488	0.000331725
1191	0.000331723
2500	0.000331502
1845	0.00033148
2104	0.000331338
3540	0.00033133
3369	0.000331164
3546	0.000331029
1298	0.000330964
2326	0.000330944
2278	0.000330619
211	0.00033056
1954	0.000330413
1291	0.000330382
2862	0.000330324
2991	0.000330132
324	0.000330085
3740	0.000329844
2409	0.000329603
1370	0.000329432
3169	0.000329334
3821	0.000329312
2706	0.00032929
463	0.000329005
2919	0.000328967
2338	0.000328847
2955	0.000328512
1496	0.000328461
3997	0.000328341
1416	0.000328246
1948	0.000328024
2729	0.000327991
2028	0.000327909
2969	0.000327799
3111	0.000327742
942	0.000327553
978	0.000327487
137	0.000327323
2492	0.000327258
2203	0.000327151
3711	0.000327093
2372	0.00032709
2139	0.000326704
930	0.000326552
2597	0.000326476
1979	0.000326449
1971	0.000326283
1864	0.00032628
921	0.00032613
2787	0.000326048
2354	0.000326034
444	0.000325891
1951	0.000325776
2052	0.000325771
2616	0.000325682
3224	0.00032545
3508	0.000325227
3505	0.000324554
1735	0.000324403
2553	0.000324208
739	0.000323806
2069	0.000323767
1894	0.000323731
2381	0.000323708
2045	0.000323679
849	0.000323579
3933	0.000323386
3466	0.000323173
960	0.000323102
1995	0.0003231
1128	0.000322989
2608	0.000322946
455	0.000322867
2404	0.000322558
1555	0.000322379
116	0.000322124
2043	0.0003217
770	0.000321506
3261	0.000321386
249	0.000321266
1886	0.00032121
2200	0.000320969
3841	0.000320586
1973	0.000320516
3089	0.000320403
2865	0.000320289
2512	0.000319956
2630	0.000319804
334	0.000319275
2033	0.000319242
3927	0.000319035
1083	0.000318866
2317	0.000318841
1637	0.000318817
1236	0.000318359
2332	0.000318202
3590	0.000317795
3284	0.000317611
2698	0.000317536
2498	0.000317367
4004	0.000317316
3542	0.000317227
224	0.000317134
2236	0.000317074
3188	0.000316816
242	0.00031665
1741	0.000316578
2582	0.000316265
2763	0.000315974
718	0.000315906
2140	0.000315649
2911	0.000315543
2356	0.000315493
924	0.000315483
1158	0.000315364
3538	0.000315337
545	0.000315318
1666	0.000315259
3791	0.00031519
3747	0.000315104
3867	0.000315098
2594	0.000314933
1480	0.00031464
2550	0.000314249
696	0.000314198
80	0.000314162
2116	0.0003139
2460	0.000313778
1148	0.000313756
1692	0.000313712
787	0.000313707
141	0.000313494
3907	0.000313359
3884	0.000313133
1545	0.000313084
1576	0.000312953
591	0.000312884
2107	0.000312751
2124	0.000312514
1807	0.000312216
3710	0.000312203
1590	0.000312189
1882	0.000312174
1029	0.000312111
1616	0.000312007
2049	0.000311994
1302	0.000311975
3651	0.000311747
3386	0.000311527
2689	0.000310729
1712	0.000310707
1540	0.00031056
2128	0.000310207
2875	0.000310083
2458	0.000309998
360	0.000309856
2643	0.000309819
2352	0.000309817
2190	0.000309733
355	0.000309583
2994	0.000309575
754	0.000309494
2655	0.00030931
1149	0.000309298
2374	0.000309277
1205	0.000309214
2999	0.000309205
957	0.000309201
2363	0.000308812
2880	0.000308692
1136	0.000308494
3835	0.000308468
3713	0.000308354
128	0.000308152
2520	0.000307714
3433	0.000307676
452	0.000307629
3475	0.000307569
3196	0.000307202
320	0.000307026
523	0.000306791
3287	0.000306775
3207	0.000306675
2537	0.000306627
1548	0.000306617
3149	0.000306504
3355	0.000306369
1715	0.000306314
1166	0.000306256
1789	0.000306236
2508	0.00030621
3011	0.000306144
2423	0.000305983
2394	0.00030592
3518	0.000305753
2132	0.000305722
2619	0.000305715
2950	0.000305655
2533	0.000305595
2638	0.000305516
2475	0.000305366
2559	0.000305209
1426	0.00030517
1122	0.000305125
2001	0.000305113
1828	0.000304908
2881	0.000304794
3005	0.000304709
1051	0.000304552
1483	0.000304288
1100	0.000304149
4017	0.00030411
3721	0.000303999
3956	0.000303893
1898	0.00030383
1003	0.000303809
4009	0.000303764
760	0.000303763
2578	0.000303636
527	0.000303548
2246	0.000303189
3177	0.000303065
2988	0.000303051
1530	0.000302905
1837	0.000302871
3184	0.000302834
1339	0.000302726
3753	0.000302711
2397	0.000302559
2108	0.000302379
3870	0.000302343
3687	0.000302215
2371	0.000302091
2042	0.000301931
1975	0.000301906
1810	0.000301873
265	0.000301668
3098	0.000301555
609	0.00030145
2434	0.000301411
555	0.000301142
1304	0.000301135
3636	0.000300815
158	0.000300694
1680	0.000300668
2482	0.000300624
1569	0.000300573
3718	0.000300222
2753	0.000300202
1980	0.000300155
3258	0.000300126
2112	0.000300046
1733	0.000299932
2154	0.000299924
1826	0.000299882
439	0.00029987
31	0.000299806
3490	0.000299777
1918	0.000299755
2231	0.000299704
3511	0.00029961
4000	0.000299529
3073	0.000299284
2446	0.00029924
1567	0.000299097
3381	0.000299082
2074	0.000299037
687	0.000298773
1156	0.000298683
3750	0.000298573
94	0.000298309
3549	0.00029829
1787	0.00029819
2377	0.000298097
3034	0.000298094
1881	0.000297892
2940	0.000297538
185	0.000297492
3858	0.000297141
2549	0.000297129
2551	0.000297067
1163	0.000296866
2720	0.00029682
1593	0.000296515
764	0.000296394
3725	0.000296364
3743	0.000296364
3118	0.000296194
1623	0.000296057
204	0.000295936
862	0.000295914
1643	0.000295781
2121	0.000295763
2412	0.000295642
62	0.000295516
4038	0.000295374
3714	0.00029531
653	0.000295268
99	0.000295208
1113	0.000294563
997	0.000294537
2020	0.000294088
840	0.000294012
2040	0.000293909
2436	0.000293816
3693	0.00029375
2561	0.000293745
2370	0.000293702
3064	0.000293655
2785	0.000293549
2253	0.000293539
1895	0.000293319
3416	0.000293313
3391	0.000293283
3500	0.000293255
2871	0.000293139
3137	0.000293049
2284	0.000292977
48	0.000292799
2588	0.000292769
2558	0.000292622
1020	0.000292371
3759	0.000292206
1824	0.000291732
1021	0.000291671
3025	0.000291483
2232	0.000291366
1806	0.000291341
1284	0.000291337
2257	0.00029126
2932	0.000291248
3293	0.000290976
111	0.000290919
2810	0.000290892
1932	0.000290878
1423	0.000290835
1449	0.000290617
1685	0.00029061
2322	0.000290584
223	0.00029055
1986	0.000290527
1307	0.000290527
20	0.000290391
2254	0.000290372
1271	0.000290233
2308	0.00029014
3097	0.000290115
2448	0.000290017
143	0.000289968
1529	0.000289861
2728	0.000289752
727	0.000289657
1955	0.000289556
1716	0.000289398
2005	0.000289374
2095	0.000289309
3986	0.000289163
680	0.000289134
3886	0.000289025
2299	0.000288948
2335	0.000288921
1940	0.000288809
3272	0.000288778
2958	0.000288743
2276	0.000288678
1097	0.000288497
144	0.000288461
3569	0.000288442
1413	0.000288402
1129	0.000288345
3001	0.000288258
3108	0.00028796
3288	0.000287824
496	0.000287806
92	0.000287802
3995	0.000287718
1656	0.000287607
2091	0.000287568
1919	0.000287483
797	0.000287418
3557	0.000287283
2273	0.00028728
3706	0.000287278
1217	0.000287109
1609	0.000286736
1691	0.000286702
908	0.000286625
617	0.000286603
3931	0.000286338
941	0.000286231
2538	0.000286214
1371	0.000286212
3086	0.000286072
14	0.000285992
678	0.000285869
1099	0.000285802
2084	0.000285759
3624	0.000285691
2573	0.000285627
3774	0.0002856
2408	0.000285329
2666	0.000285223
3187	0.000284935
3206	0.000284917
2018	0.000284855
1927	0.000284736
2640	0.000284662
88	0.000284652
1216	0.000284486
2348	0.000284251
1866	0.000284198
2365	0.000284154
3204	0.00028406
3799	0.000283613
954	0.000283591
2148	0.000283455
2026	0.000283369
2912	0.000282919
2504	0.00028285
1534	0.000282836
3219	0.00028274
3534	0.000282664
2620	0.000282572
1242	0.000282569
2921	0.000282564
4026	0.000282379
232	0.000282109
1179	0.000282097
619	0.000282073
3265	0.000282017
1024	0.000281924
3443	0.000281606
1344	0.000281586
2741	0.000281568
1929	0.000281459
1998	0.000281359
2645	0.000281283
3868	0.000281252
2433	0.000281219
161	0.000281176
3969	0.000281045
2411	0.000281022
2654	0.000280993
3298	0.000280858
2668	0.000280637
1019	0.000280597
847	0.000280597
557	0.000280285
1819	0.000279848
2516	0.000279787
299	0.000279648
3861	0.000279642
1160	0.000279599
3331	0.000279516
3776	0.000279485
1118	0.0002794
1288	0.000278809
583	0.000278727
3768	0.000278686
3679	0.000278589
1009	0.000277985
3719	0.000277964
2430	0.000277923
1533	0.000277902
1634	0.000277827
387	0.000277711
1565	0.000277592
1272	0.000277523
2083	0.000277508
2135	0.000277405
308	0.000277286
1036	0.000277018
2806	0.000276892
3643	0.000276862
1396	0.000276819
297	0.000276668
2718	0.000276369
3957	0.000276332
180	0.000276293
1258	0.000276286
3021	0.00027608
2914	0.000276036
2974	0.000276013
814	0.000275884
1511	0.000275882
2334	0.000275808
2440	0.000275703
1605	0.000275675
3463	0.0002756
1642	0.000275452
1369	0.000275269
2985	0.000275207
3248	0.000275035
1405	0.000275004
72	0.000274657
2996	0.000274651
2006	0.000274518
3559	0.000274256
1699	0.000274101
2211	0.000274062
1189	0.000274011
2359	0.000273983
2773	0.000273938
1109	0.000273624
1435	0.000273443
2122	0.000273236
2495	0.000273214
1798	0.000273212
1337	0.0002732
1082	0.000273147
2546	0.000273119
1452	0.000273058
2024	0.000273025
2993	0.000273024
2657	0.000272747
302	0.000272705
1290	0.000272664
1825	0.000272566
2191	0.000272539
310	0.000272448
2836	0.000272265
2949	0.000272247
1349	0.000272231
2675	0.000272229
3395	0.000272196
2002	0.000272141
3571	0.000272126
901	0.000272095
1010	0.000271961
2161	0.000271846
1155	0.000271751
1332	0.000271678
3440	0.000271326
2575	0.000271322
3499	0.00027105
738	0.000271011
3191	0.000270997
2156	0.000270971
1655	0.000270944
2134	0.000270753
2472	0.000270666
2267	0.000270662
636	0.000270578
1049	0.000270334
2228	0.000270288
903	0.000270198
1312	0.000269995
3102	0.000269896
2368	0.000269835
3634	0.000269661
618	0.00026965
4020	0.000269499
2063	0.00026947
2151	0.000269436
3612	0.000269433
1507	0.00026943
833	0.000269404
149	0.000269354
2173	0.000269302
615	0.000269055
600	0.000268891
643	0.000268891
661	0.000268891
2521	0.000268857
3891	0.000268713
1795	0.000268654
3828	0.000268641
2399	0.000268632
3915	0.000268525
3346	0.000268465
662	0.000268328
1348	0.000268314
806	0.000268213
734	0.000268195
4027	0.000268043
578	0.00026791
627	0.00026791
658	0.00026791
659	0.00026791
226	0.000267875
804	0.000267833
537	0.000267588
3803	0.000267362
2815	0.000267359
3635	0.00026721
990	0.000267123
1110	0.000267056
3831	0.000267012
1862	0.000267004
3473	0.000266836
3757	0.000266716
1359	0.000266686
231	0.000266649
1432	0.000266603
3730	0.000266532
184	0.000266483
731	0.000266283
547	0.000266192
1292	0.000265989
2931	0.000265865
101	0.000265859
1454	0.000265803
3609	0.000265747
1639	0.000265561
2765	0.000265435
817	0.00026542
1210	0.000265389
2010	0.00026537
1257	0.000265256
2342	0.000264973
1374	0.000264926
1181	0.000264875
1075	0.000264793
2307	0.000264671
3114	0.000264553
2539	0.000264414
644	0.000264383
1970	0.000264326
1260	0.000264304
2212	0.000264275
238	0.000264266
369	0.000264221
3052	0.000264148
1333	0.000264117
2841	0.000263976
2945	0.000263877
3616	0.00026382
3158	0.000263796
1026	0.000263693
570	0.000263609
3648	0.000263605
3142	0.000263512
194	0.000263498
3837	0.000263242
2646	0.000263138
7	0.000263111
3220	0.000263064
2386	0.000262939
963	0.000262842
430	0.000262702
944	0.000262512
1102	0.000262367
388	0.000262268
3554	0.000262169
2772	0.000261956
1916	0.000261922
1935	0.000261899
2300	0.000261874
2031	0.000261863
1939	0.000261821
392	0.000261743
1037	0.000261635
2004	0.000261566
1702	0.000261547
995	0.000261366
818	0.000261291
3519	0.000261087
839	0.000261014
3318	0.00026098
1388	0.000260795
2022	0.000260542
2485	0.000260537
1523	0.000260447
1355	0.000260374
975	0.000260243
2378	0.000260115
1705	0.000260047
1018	0.000259549
2976	0.000259525
1751	0.000259449
3949	0.000259377
2086	0.000259079
681	0.00025906
2712	0.000259043
1624	0.000259018
2589	0.000258989
1991	0.000258856
2115	0.000258753
2734	0.000258696
3761	0.000258655
1923	0.000258513
599	0.000258499
1880	0.000258339
1343	0.000258301
675	0.000258236
822	0.000258229
848	0.000258149
3850	0.000258036
640	0.000257923
1909	0.000257653
670	0.00025751
17	0.000257505
434	0.000257488
1601	0.000257341
1378	0.000257292
1580	0.000257272
2061	0.000257199
1673	0.000257191
1448	0.00025708
1318	0.000257001
1327	0.000256953
2202	0.000256704
2235	0.00025661
1753	0.000256597
3296	0.000256577
198	0.000256561
913	0.000256554
3909	0.00025652
3004	0.00025648
1997	0.000256381
885	0.000256345
3601	0.00025615
2469	0.00025614
1766	0.000256091
2897	0.000256073
2109	0.000256054
2648	0.000256047
3478	0.000256028
3480	0.000255998
3555	0.000255892
2743	0.000255866
732	0.000255751
1380	0.000255715
3587	0.00025565
2749	0.000255608
1587	0.0002556
2662	0.000255263
2447	0.000255236
479	0.000255209
1778	0.000254982
177	0.000254933
1910	0.00025471
2216	0.000254606
2680	0.000254588
1289	0.000254587
3615	0.000254524
3960	0.000254212
1494	0.000254193
367	0.000254156
3029	0.000254084
771	0.000254063
